5 Av Elevated Closed 5/31/40,Segment Total,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Nostrand Ave.,Flatbush Ave.,5561445,5619776,5187996,4797990,4777993,4522929,4478440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Nostrand Ave.,Newkirk Ave.,2263772,2407253,2429857,2261314,2245799,2166963,2171255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Nostrand Ave.,Beverley Rd.,1117873,1187012,1211909,1143527,1197927,1195554,1207382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Nostrand Ave.,Church Ave.,2336062,2475314,2418540,2474286,2448756,2449091,2542113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Nostrand Ave.,Winthrop St.,1588288,1750206,1721514,1714557,1675181,1612363,1637916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Nostrand Ave.,Sterling St.,1579805,1740305,1713166,1703940,1664620,1596494,1580433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Nostrand Ave.,President St.,745845,825453,830543,828894,809925,810983,811071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Nostrand Ave.,Segment Total,15193090,16005319,15512525,14924508,14820204,14354376,14428610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,New Lots Ave.,1527597,1612510,1532635,1427802,1326263,1239193,1157741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Van Siclen Ave.,987569,1042489,997481,912583,879977,822385,802298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Pennsylvania Ave.,1654646,1675175,1640365,1608487,1486197,1394690,1360547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Junius St.,803955,883525,754629,648418,597356,529844,482372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Rockaway Ave.,1433725,1462671,1316262,1221138,1137779,1092919,1116218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Saratoga Ave.,2127224,2279336,2220465,2094719,1983367,1814102,1677029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Sutter Ave.,2361001,2617129,2651105,2582971,2430887,2195935,2038240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Utica Ave.,6630930,7187717,6974313,6837426,6575570,6377267,6254660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Kingston Ave.,1698063,1892243,1821057,1733560,1623177,1524872,1459764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Nostrand Ave.,1415802,1578969,1552565,1479405,1414086,1291091,1203600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Franklin Ave.,2726195,3038834,3059187,2992787,2846371,2687138,2606060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Eastern Pkwy.,1386329,1531328,1521892,1551296,1439629,1399242,1315574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Grand Army Plaza,2151202,2263414,2170323,2091054,1974611,1821589,1781141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Bergen St.,1116772,1182627,1124646,1021356,936706,830753,766191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Eastern Pkwy.,Segment Total,28021010,30248282,29336927,28203002,26651976,25021020,24021435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn Transfer,East NY/E. Pkwy (IND Opened 12/46),1388486,1410612,1262003,1182991,1092848,1056634,996039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn Transfer,Myrtle/Wyckoff Aves.,3115416,3208075,2879901,2763049,2613660,2503544,2408730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn Transfer,Metropolitan Ave./Lorimer St.,1810005,1830834,1678233,1678223,1475408,1408274,1254756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn Transfer,Stillwell Ave. (including Norton's Point),3813752,3728288,3371235,3099694,2946513,2907083,2579977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn Transfer,W. 8 St.,990529,981905,886012,808954,751791,738623,535405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn Transfer,New Utrecht Ave./62 St.,980243,1006637,936245,875119,824477,773224,766791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn Transfer,9 St./4 Ave.,2034620,2105031,1970535,1833041,1846968,1715777,1663390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn Transfer,Segment Total,14133054,14271382,12984773,12232069,11551604,11103255,10274460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Fulton St.,513121,526905,433938,399773,350328,335556,316370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Fulton St./5 Av. El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Lafayette Ave.,1204956,1262521,1162847,1108940,955283,845288,768117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Lafayette Ave./Flin El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Atlantic Ave./5 Av. El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Atlantic Ave./Pacific St.,8270201,8314444,7425895,7305409,6452480,5821007,6138306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,DeKalb Ave.,4373806,4396900,3899962,3719608,3483875,3382278,3323785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Flatbush Ave./Flin El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Duffield St./Fulton El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Elm Place/Fulton El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Boerum Pl./Fulton El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Myrtle Ave./Fulton El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Myrtle/Flatbush Aves. (Closed 7/15/56),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Nevins St.,2712161,2857333,2646154,2499487,2394005,2362381,2326995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Hoyt St.-Fulton Mall,3053660,3187569,2907555,2893001,2776609,2573721,2513288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Hoyt/Schermerhorn Sta.,3419978,3493141,3101099,2968508,2853511,2735455,2640940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Court/Schermerhorn (Closed 6/1/46),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Court St./Fulton El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Lawrence St.,2265424,2228027,2032819,1941886,1821823,1721205,1779691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Jay St.,3350921,4538329,5051835,4831633,4736968,4678517,4678517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Bridge/Jay Sts. (Closed 10/3/69),1321261,992505,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Court St./Borough Hall,6832276,7013370,6746408,6646923,6589252,6446841,6648607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Navy St./Myrtle El (Closed 10/3/69),223174,161812,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,York St.,828789,852439,766839,694696,656688,638393,603485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Adams St./Bklyn Bridge (Closed 3/5/44),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Sands St./Bklyn Bridge (Closed 3/5/44),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,High St.,1311887,1413524,1266861,1189558,1114918,1106194,1130155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Fulton Ferry/Fulton El (Closed 5/31/40),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Clark St.,1957350,1980560,1717475,1580849,1429209,1353250,1307280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn CBD,Segment Total,43638951,44220059,39159627,37780271,35614947,34000659,34303151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
Brooklyn & S. Queens Sector Total,,285665900,293469458,270149984,257690482,244216798,233399284,227785540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1968-1974, Page 61"
5 Av Elevated Closed 5/31/40,St. Marks Ave.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
5 Av Elevated Closed 5/31/40,Union St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
5 Av Elevated Closed 5/31/40,3 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
5 Av Elevated Closed 5/31/40,9 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
5 Av Elevated Closed 5/31/40,16 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
5 Av Elevated Closed 5/31/40,20 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
5 Av Elevated Closed 5/31/40,25 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
5 Av Elevated Closed 5/31/40,36 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
5 Av Elevated Closed 5/31/40,"Cond. Coll. (incl. 40, 46, 52, 58, 65 Sts.)",,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
5 Av Elevated Closed 5/31/40,Segment Total,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Nostrand Ave.,Flatbush Ave.,,,,,,,,4272843,4106048,4158740,4391195,4502895,4191661,4037268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Nostrand Ave.,Newkirk Ave.,,,,,,,,2116834,2123542,2183028,2377467,2538272,2525021,2582287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Nostrand Ave.,Beverley Rd.,,,,,,,,1180123,1167477,1178586,1247969,1310317,1288589,1360533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Nostrand Ave.,Church Ave.,,,,,,,,2596680,2658311,2660318,2918294,3045289,2987878,3051303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Nostrand Ave.,Winthrop St.,,,,,,,,1579939,1532751,1564134,1750152,1817447,1705157,1690671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Nostrand Ave.,Sterling St.,,,,,,,,1494716,1447208,1448113,1559925,1573339,1479657,1495948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Nostrand Ave.,President St.,,,,,,,,763942,767533,777658,808849,826501,819965,852782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Nostrand Ave.,Segment Total,,,,,,,,14005077,13802862,13970570,15053843,15614060,14997760,15070789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,New Lots Ave.,,,,,,,,1035560,980503,958853,1020250,1064927,986080,931482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Van Siclen Ave.,,,,,,,,745472,711715,714169,771256,825760,807295,797593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Pennsylvania Ave.,,,,,,,,1248466,1170970,1101392,1118825,1143419,1041764,1001744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Junius St.,,,,,,,,423229,389651,378472,389236,405695,371374,348425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Rockaway Ave.,,,,,,,,1083659,1062544,1153573,1289515,1351736,1276911,1214896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Saratoga Ave.,,,,,,,,1470822,1334751,1197126,1231900,1294409,1180808,1166730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Sutter Ave.,,,,,,,,1785608,1672090,1561957,1580141,1592998,1505756,1503564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Utica Ave.,,,,,,,,5835696,5428093,5239799,5440306,5634599,5447027,5612630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Kingston Ave.,,,,,,,,1353151,1272083,1239363,1290983,1352312,1323284,1295292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Nostrand Ave.,,,,,,,,1090175,1037115,1001002,1053583,1091325,1041207,1034588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Franklin Ave.,,,,,,,,2505997,2335654,2219605,2285734,2392187,2332971,2399748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Eastern Pkwy.,,,,,,,,1212952,1083568,1067420,1127069,1129452,1067788,1055642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Grand Army Plaza,,,,,,,,645773,599654,1574090,1730248,1765492,1690062,1662614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Bergen St.,,,,,,,,703568,635516,581593,615829,613986,561733,545302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
Eastern Pkwy.,Segment Total,,,,,,,,22160128,20713906,19988214,20944827,21617297,20634054,20590250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Annual Registrations by Station 1940 to 1995, years 1975-1981, Page 62"
